City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
150,Berekum,GH,77.95,light rain,7.4534,-2.584,Nyame Nnae Hotel
151,Atuona,PF,79.12,few clouds,-9.8,-139.0333,Villa Enata
152,Cockburn Town,TC,80.56,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
156,Viedma,AR,66.33,few clouds,-40.8135,-62.9967,Hotel Cristal
157,Mathbaria,BD,80.76,few clouds,22.2876,89.9593,Shikdar Hotel
158,Negombo,LK,78.85,few clouds,7.2083,79.8358,Hotel Sunset Beach
161,Karratha,AU,80.29,light rain,-20.7377,116.8463,ibis Styles Karratha
167,Kahului,US,76.84,overcast clouds,20.8947,-156.47,Maui Seaside Hotel
170,Kiomboi,TZ,62.89,light rain,-4.2667,34.3667,Noah DS Site
171,Victoria,HK,78.96,clear sky,22.2855,114.1577,Mini Hotel Central
172,Zlitan,LY,65.12,clear sky,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
175,Dingle,PH,76.82,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
176,Inhambane,MZ,75.18,few clouds,-23.865,35.3833,Oceano
178,Camacha,PT,62.02,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
188,Maracacume,BR,75.04,overcast clouds,-2.0428,-45.9592,Hotel Ramos
189,Salalah,OM,82.09,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
190,Carauari,BR,76.98,overcast clouds,-4.8828,-66.8958,Hotel Fellip
194,Pizarro,CO,81.57,scattered clouds,4.9533,-77.366,Hotel Limonar
195,Ahipara,NZ,62.76,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
204,Fomboni,KM,81.27,overcast clouds,-12.28,43.7425,Auberge les abou
206,Kupang,ID,76.78,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
207,Nhulunbuy,AU,77.61,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
208,Biograd Na Moru,HR,62.76,clear sky,43.9433,15.4519,Villa Maimare
210,Marsh Harbour,BS,74.52,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
212,Sassandra,CI,82.15,overcast clouds,4.95,-6.0833,la terrasse
219,Ruwi,OM,87.3,scattered clouds,23.5996,58.5507,Al Falaj Hotel
220,Cao Bang,VN,72.57,few clouds,22.6667,106.25,khách sạn 88
222,Carnarvon,AU,69.87,clear sky,-24.8667,113.6333,Hospitality Carnarvon
224,Yulara,AU,64.24,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
226,Salinopolis,BR,74.84,heavy intensity rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
228,Kieta,PG,80.01,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
229,Mahebourg,MU,75.49,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
231,Bud,US,81.99,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
232,Griffith,US,78.4,clear sky,41.5284,-87.4237,Apartment above Depot Bar
233,Sakakah,SA,69.37,light rain,29.9697,40.2064,Fakhamat Al Orjoana Apartment
234,Thanh Hoa,VN,75.51,scattered clouds,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
235,Hami,CN,67.01,clear sky,42.8,93.45,Laoyutang Resort
241,Paraopeba,BR,87.98,scattered clouds,-19.2757,-44.4033,HC Hotel Paraopeba
242,Sibuco,PH,79.11,overcast clouds,7.2911,122.0656,Bisaya Beach
243,Port Moresby,PG,74.62,few clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
244,Port Blair,IN,82.44,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
246,Bac Lieu,VN,82.49,clear sky,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
247,Bharatpur,IN,89.13,few clouds,27.2167,77.4833,OYO 22446 Sonar Haveli
251,Bethel,US,65.17,scattered clouds,41.3712,-73.414,Courtyard by Marriott Danbury
253,Tura,IN,74.77,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
254,Palu,ID,77.07,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
257,Sao Filipe,CV,75.18,clear sky,14.8961,-24.4956,Hotel Xaguate
258,Laguna,US,67.14,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
